player,team,year,salary
Doug Christie,SAC,2004,6900000
Chris Webber,SAC,2003,14343750
Vlade Divac,SAC,2003,11248076
Mike Bibby,SAC,2003,8500000
Doug Christie,SAC,2003,6250000
Peja Stojaković,SAC,2003,5625000
Chris Webber,SAC,2002,12750000
Vlade Divac,SAC,2002,10444642
Doug Christie,SAC,2002,5200000
Peja Stojaković,SAC,2002,5000000
Scot Pollard,SAC,2002,4344187
Chris Webber,SAC,2001,12000000
Vlade Divac,SAC,2001,9640000
Scot Pollard,SAC,2001,3920000
Nick Anderson,SAC,2001,3750000
Doug Christie,SAC,2001,3140000
Chris Webber,SAC,2000,11000000
Vlade Divac,SAC,2000,8837774
Nick Anderson,SAC,2000,5051906
Corliss Williamson,SAC,2000,3560000
Lawrence Funderburke,SAC,2000,2400000
DeMar DeRozan,SAS,2021,27739975
LaMarcus Aldridge,SAS,2021,16750000
Rudy Gay,SAS,2021,14500000
Dejounte Murray,SAS,2021,14286000
Patty Mills,SAS,2021,13535714
DeMar DeRozan,SAS,2020,27739975
LaMarcus Aldridge,SAS,2020,26000000
Rudy Gay,SAS,2020,14000000
Patty Mills,SAS,2020,12428571
DeMarre Carroll,SAS,2020,6842307
DeMar DeRozan,SAS,2019,27739975
LaMarcus Aldridge,SAS,2019,22347015
Pau Gasol,SAS,2019,15925144
Patty Mills,SAS,2019,11571429
Rudy Gay,SAS,2019,10087200
LaMarcus Aldridge,SAS,2018,21461010
Kawhi Leonard,SAS,2018,18868625
Pau Gasol,SAS,2018,16000000
Tony Parker,SAS,2018,15453126
Patty Mills,SAS,2018,10714286
LaMarcus Aldridge,SAS,2017,20575005
Kawhi Leonard,SAS,2017,17638063
Pau Gasol,SAS,2017,15500000
Tony Parker,SAS,2017,14445313
Manu Ginóbili,SAS,2017,14000000
LaMarcus Aldridge,SAS,2016,19500000
Kawhi Leonard,SAS,2016,16500000
Tony Parker,SAS,2016,13437500
Danny Green,SAS,2016,10000000
Boris Diaw,SAS,2016,7000000
Tony Parker,SAS,2015,12500000
Tim Duncan,SAS,2015,10000000
Tiago Splitter,SAS,2015,9250000
Boris Diaw,SAS,2015,7500000
Manu Ginóbili,SAS,2015,7000000
Tony Parker,SAS,2014,12500000
Tim Duncan,SAS,2014,10361446
Tiago Splitter,SAS,2014,10000000
Manu Ginóbili,SAS,2014,7500000
Boris Diaw,SAS,2014,4702500
Manu Ginóbili,SAS,2013,14107492
Tony Parker,SAS,2013,12500000
Stephen Jackson,SAS,2013,10059750
Tim Duncan,SAS,2013,9638554
Boris Diaw,SAS,2013,4500000
Tim Duncan,SAS,2012,21164619
Manu Ginóbili,SAS,2012,12981038
Tony Parker,SAS,2012,12500000
Richard Jefferson,SAS,2012,9282000
Tiago Splitter,SAS,2012,3672000
Tim Duncan,SAS,2011,18700000
Tony Parker,SAS,2011,13500000
Manu Ginóbili,SAS,2011,11854584
Richard Jefferson,SAS,2011,8400000
Antonio McDyess,SAS,2011,4860000
Tim Duncan,SAS,2010,22183220
Richard Jefferson,SAS,2010,14200000
Tony Parker,SAS,2010,12600000
Manu Ginóbili,SAS,2010,10728130
Antonio McDyess,SAS,2010,4500000
Tim Duncan,SAS,2009,20598704
Tony Parker,SAS,2009,11550000
Manu Ginóbili,SAS,2009,9905248
Kurt Thomas,SAS,2009,4200000
Bruce Bowen,SAS,2009,4000000
Tim Duncan,SAS,2008,19014188
Tony Parker,SAS,2008,10500000
Manu Ginóbili,SAS,2008,9079811
Kurt Thomas,SAS,2008,8091188
Bruce Bowen,SAS,2008,4125000
Tim Duncan,SAS,2007,17429672
Tony Parker,SAS,2007,9450000
Manu Ginóbili,SAS,2007,8254375
Brent Barry,SAS,2007,5117880
Bruce Bowen,SAS,2007,3750000
Tim Duncan,SAS,2006,15845156
Tony Parker,SAS,2006,8400000
Manu Ginóbili,SAS,2006,7428937
Rasho Nesterović,SAS,2006,6720000
Nazr Mohammed,SAS,2006,5500000
Tim Duncan,SAS,2005,14260641
Manu Ginóbili,SAS,2005,6603500
Rasho Nesterović,SAS,2005,6160000
Malik Rose,SAS,2005,5462500
Brent Barry,SAS,2005,4264900
Tim Duncan,SAS,2004,12676125
Ron Mercer,SAS,2004,6750000
Rasho Nesterović,SAS,2004,5600000
Malik Rose,SAS,2004,4916250
Robert Horry,SAS,2004,4500000
Tim Duncan,SAS,2003,12072500
David Robinson,SAS,2003,10500000
Steve Smith,SAS,2003,9900000
Danny Ferry,SAS,2003,4546000
Malik Rose,SAS,2003,4370000
Tim Duncan,SAS,2002,10865250
David Robinson,SAS,2002,9500000
Steve Smith,SAS,2002,9000000
Antonio Daniels,SAS,2002,3000000
Terry Porter,SAS,2002,2400000
David Robinson,SAS,2001,14700000
Tim Duncan,SAS,2001,9660000
Avery Johnson,SAS,2001,8000000
Sean Elliott,SAS,2001,5300000
Samaki Walker,SAS,2001,2960000
David Robinson,SAS,2000,11592683
Sean Elliott,SAS,2000,5433333
Tim Duncan,SAS,2000,3858240
Avery Johnson,SAS,2000,3200000
Antonio Daniels,SAS,2000,2794920
Pascal Siakam,TOR,2021,30559200
Kyle Lowry,TOR,2021,30500000
Fred VanVleet,TOR,2021,21250000
Rodney Hood,TOR,2021,10047450
Aron Baynes,TOR,2021,7000000
Kyle Lowry,TOR,2020,33296296
Marc Gasol,TOR,2020,25595700
Serge Ibaka,TOR,2020,23271604
Norman Powell,TOR,2020,10116576
Fred VanVleet,TOR,2020,9346153
Kyle Lowry,TOR,2019,31200000
Marc Gasol,TOR,2019,24119025
Kawhi Leonard,TOR,2019,23114067
Serge Ibaka,TOR,2019,21666667
Danny Green,TOR,2019,10000000
Kyle Lowry,TOR,2018,28703704
DeMar DeRozan,TOR,2018,27739975
Serge Ibaka,TOR,2018,20061729
Jonas Valančiūnas,TOR,2018,15460675
C.J. Miles,TOR,2018,7936509
DeMar DeRozan,TOR,2017,26540100
Jonas Valančiūnas,TOR,2017,14382022
DeMarre Carroll,TOR,2017,14200000
Serge Ibaka,TOR,2017,12250000
Kyle Lowry,TOR,2017,12000000
DeMarre Carroll,TOR,2016,13500000
Kyle Lowry,TOR,2016,12000000
DeMar DeRozan,TOR,2016,9500000
Cory Joseph,TOR,2016,7000000
Patrick Patterson,TOR,2016,6268675
Kyle Lowry,TOR,2015,12000000
DeMar DeRozan,TOR,2015,9500000
Amir Johnson,TOR,2015,7000000
Greivis Vásquez,TOR,2015,6400000
Landry Fields,TOR,2015,6250000
DeMar DeRozan,TOR,2014,9500000
Amir Johnson,TOR,2014,6500000
Landry Fields,TOR,2014,6250000
Kyle Lowry,TOR,2014,6210000
Steve Novak,TOR,2014,3750000
Rudy Gay,TOR,2013,16460538
Andrea Bargnani,TOR,2013,10000000
Landry Fields,TOR,2013,6250000
Amir Johnson,TOR,2013,6000000
Kyle Lowry,TOR,2013,5750000
José Calderón,TOR,2012,9780992
Andrea Bargnani,TOR,2012,9250000
Leandro Barbosa,TOR,2012,7600000
Amir Johnson,TOR,2012,5500000
Linas Kleiza,TOR,2012,4605000
Peja Stojaković,TOR,2011,14896000
José Calderón,TOR,2011,9000000
Andrea Bargnani,TOR,2011,8500000
Leandro Barbosa,TOR,2011,7100000
Reggie Evans,TOR,2011,5080000
Chris Bosh,TOR,2010,15779912
Hedo Türkoğlu,TOR,2010,9000000
José Calderón,TOR,2010,8219009
Andrea Bargnani,TOR,2010,6527491
Reggie Evans,TOR,2010,4960000
Shawn Marion,TOR,2009,17810000
Chris Bosh,TOR,2009,14410581
José Calderón,TOR,2009,7438018
Jason Kapono,TOR,2009,5784480
Andrea Bargnani,TOR,2009,5176440
Chris Bosh,TOR,2008,12455000
T.J. Ford,TOR,2008,8000000
Rasho Nesterović,TOR,2008,7840000
Jason Kapono,TOR,2008,5356000
Andrea Bargnani,TOR,2008,4838880
Rasho Nesterović,TOR,2007,7280000
Morris Peterson,TOR,2007,4550000
Andrea Bargnani,TOR,2007,4501200
Chris Bosh,TOR,2007,4235220
Anthony Parker,TOR,2007,4150000
Jalen Rose,TOR,2006,15694250
Alvin Williams,TOR,2006,6300000
Morris Peterson,TOR,2006,4550000
Eric Williams,TOR,2006,3938000
Mike James,TOR,2006,3410000
Jalen Rose,TOR,2005,14487000
Donyell Marshall,TOR,2005,5023850
Lamond Murray,TOR,2005,4875000
Morris Peterson,TOR,2005,4400000
Aaron Williams,TOR,2005,3790257
Jalen Rose,TOR,2004,13279750
Vince Carter,TOR,2004,11326219
Alvin Williams,TOR,2004,5500000
Donyell Marshall,TOR,2004,4605196
Lamond Murray,TOR,2004,4500000
Antonio Davis,TOR,2003,12000000
Vince Carter,TOR,2003,10067750
Alvin Williams,TOR,2003,5350000
Jerome Williams,TOR,2003,5250000
Lindsey Hunter,TOR,2003,3870912
Antonio Davis,TOR,2002,11000000
Alvin Williams,TOR,2002,5350000
Chris Childs,TOR,2002,5200000
Hakeem Olajuwon,TOR,2002,5061539
Jerome Williams,TOR,2002,5000000
Charles Oakley,TOR,2001,5760000
Antonio Davis,TOR,2001,5500000
Corliss Williamson,TOR,2001,3940000
Mark Jackson,TOR,2001,3570000
Michael Stewart,TOR,2001,3520000
Charles Oakley,TOR,2000,5236000
Antonio Davis,TOR,2000,4200000
Dee Brown,TOR,2000,4000000
Michael Stewart,TOR,2000,3200000
Doug Christie,TOR,2000,2742600
Mike Conley,UTA,2021,34504132
Rudy Gobert,UTA,2021,27525281
Bojan Bogdanović,UTA,2021,17850000
Jordan Clarkson,UTA,2021,11500000
Joe Ingles,UTA,2021,10863637
Mike Conley,UTA,2020,32511623
Rudy Gobert,UTA,2020,24258427
Bojan Bogdanović,UTA,2020,17000000
Jordan Clarkson,UTA,2020,13437500
Joe Ingles,UTA,2020,11954546
Rudy Gobert,UTA,2019,23241573
Derrick Favors,UTA,2019,16000000
Ricky Rubio,UTA,2019,14975000
Joe Ingles,UTA,2019,13045455
Dante Exum,UTA,2019,9100000
Rudy Gobert,UTA,2018,21974719
Ricky Rubio,UTA,2018,14275000
Joe Ingles,UTA,2018,14136364
Derrick Favors,UTA,2018,12000000
Alec Burks,UTA,2018,10845506
Gordon Hayward,UTA,2017,16073140
Derrick Favors,UTA,2017,11050000
Joe Johnson,UTA,2017,11000000
Alec Burks,UTA,2017,10154495
George Hill,UTA,2017,8000000
Gordon Hayward,UTA,2016,15409570
Derrick Favors,UTA,2016,11933333
Alec Burks,UTA,2016,9213484
Trevor Booker,UTA,2016,4775000
Tibor Pleiß,UTA,2016,3000000
Gordon Hayward,UTA,2015,14746000
Derrick Favors,UTA,2015,12833333
Trevor Booker,UTA,2015,5000000
Dante Exum,UTA,2015,3615000
Alec Burks,UTA,2015,3034356
Richard Jefferson,UTA,2014,11046000
Andris Biedriņš,UTA,2014,9000000
Marvin Williams,UTA,2014,7500000
Derrick Favors,UTA,2014,6008196
Enes Freedom,UTA,2014,4505280
Al Jefferson,UTA,2013,15000000
Paul Millsap,UTA,2013,8603633
Mo Williams,UTA,2013,8500000
Marvin Williams,UTA,2013,8287500
Derrick Favors,UTA,2013,4753320
Al Jefferson,UTA,2012,14000000
Devin Harris,UTA,2012,9319000
Paul Millsap,UTA,2012,8103435
Derrick Favors,UTA,2012,4443360
Enes Freedom,UTA,2012,4133280
Andrei Kirilenko,UTA,2011,17823000
Al Jefferson,UTA,2011,13000000
Mehmet Okur,UTA,2011,9945000
Devin Harris,UTA,2011,8981000
Paul Millsap,UTA,2011,7600000
Andrei Kirilenko,UTA,2010,16452000
Carlos Boozer,UTA,2010,13520500
Deron Williams,UTA,2010,12323900
Mehmet Okur,UTA,2010,9000000
Paul Millsap,UTA,2010,7692932
Andrei Kirilenko,UTA,2009,15106000
Carlos Boozer,UTA,2009,11593817
Mehmet Okur,UTA,2009,8500000
Matt Harpring,UTA,2009,6000000
Deron Williams,UTA,2009,5069449
Andrei Kirilenko,UTA,2008,13735000
Carlos Boozer,UTA,2008,11260483
Mehmet Okur,UTA,2008,8500000
Matt Harpring,UTA,2008,6000000
Kyle Korver,UTA,2008,4400000
Andrei Kirilenko,UTA,2007,12364000
Carlos Boozer,UTA,2007,11260483
Mehmet Okur,UTA,2007,8250000
Matt Harpring,UTA,2007,6500000
Derek Fisher,UTA,2007,5883600
Carlos Boozer,UTA,2006,11593816
Andrei Kirilenko,UTA,2006,10983000
Mehmet Okur,UTA,2006,8250000
Matt Harpring,UTA,2006,5020000
Greg Ostertag,UTA,2006,4400000
Carlos Boozer,UTA,2005,10967500
Mehmet Okur,UTA,2005,7500000
Matt Harpring,UTA,2005,4690000
Carlos Arroyo,UTA,2005,4000000
Gordan Giriček,UTA,2005,4000000
Greg Ostertag,UTA,2004,8666666
Keon Clark,UTA,2004,5000600
Matt Harpring,UTA,2004,4290000
DeShawn Stevenson,UTA,2004,1616087
Jarron Collins,UTA,2004,1250000
Karl Malone,UTA,2003,19250000
John Stockton,UTA,2003,7875000
Greg Ostertag,UTA,2003,7799996
Matt Harpring,UTA,2003,4000000
John Amaechi,UTA,2003,2392500
Karl Malone,UTA,2002,17500000
John Stockton,UTA,2002,7000000
Greg Ostertag,UTA,2002,6933328
Donyell Marshall,UTA,2002,6510000
Bryon Russell,UTA,2002,5142857
Karl Malone,UTA,2001,15750000
John Stockton,UTA,2001,11000000
Donyell Marshall,UTA,2001,5630000
Greg Ostertag,UTA,2001,5200000
Bryon Russell,UTA,2001,4570000
Karl Malone,UTA,2000,14000000
John Stockton,UTA,2000,11000000
Jeff Hornacek,UTA,2000,5200000
Greg Ostertag,UTA,2000,5200000
Bryon Russell,UTA,2000,4000000
Russell Westbrook,WAS,2021,41358814
Bradley Beal,WAS,2021,28751774
Dāvis Bertāns,WAS,2021,15000000
Thomas Bryant,WAS,2021,8333333
Robin Lopez,WAS,2021,7300000
Bradley Beal,WAS,2020,27093019
Ian Mahinmi,WAS,2020,15450051
C.J. Miles,WAS,2020,8730158
Thomas Bryant,WAS,2020,8000000
Dāvis Bertāns,WAS,2020,7000000
Bradley Beal,WAS,2019,25434262
Jabari Parker,WAS,2019,20000000
John Wall,WAS,2019,19169800
Ian Mahinmi,WAS,2019,15944154
Trevor Ariza,WAS,2019,15000000
Otto Porter Jr.,WAS,2018,24773250
Bradley Beal,WAS,2018,23775506
John Wall,WAS,2018,18063850
Ian Mahinmi,WAS,2018,16661641
Marcin Gortat,WAS,2018,12782609
Bradley Beal,WAS,2017,22116750
John Wall,WAS,2017,16957900
Ian Mahinmi,WAS,2017,15944154
Marcin Gortat,WAS,2017,12000000
Markieff Morris,WAS,2017,7400000
John Wall,WAS,2016,15851950
Nenê,WAS,2016,13000000
Marcin Gortat,WAS,2016,11217391
Markieff Morris,WAS,2016,8000000
Bradley Beal,WAS,2016,5694674
John Wall,WAS,2015,14746000
Nenê,WAS,2015,13000000
Marcin Gortat,WAS,2015,10434782
Martell Webster,WAS,2015,5381750
Paul Pierce,WAS,2015,5305000
Nenê,WAS,2014,13000000
Marcin Gortat,WAS,2014,7727280
Trevor Ariza,WAS,2014,7727280
John Wall,WAS,2014,7459925
Martell Webster,WAS,2014,5150000
Emeka Okafor,WAS,2013,13490000
Nenê,WAS,2013,13000000
Trevor Ariza,WAS,2013,7258960
John Wall,WAS,2013,5915880
Bradley Beal,WAS,2013,4133280
Rashard Lewis,WAS,2012,21136631
Andray Blatche,WAS,2012,6442083
John Wall,WAS,2012,5530080
Ronny Turiaf,WAS,2012,4360000
Nick Young,WAS,2012,3695857
Rashard Lewis,WAS,2011,19573711
Andray Blatche,WAS,2011,5900000
Mike Bibby,WAS,2011,5564767
John Wall,WAS,2011,5144280
Yi Jianlian,WAS,2011,4050499
Gilbert Arenas,WAS,2010,16192080
Josh Howard,WAS,2010,10890000
Mike Miller,WAS,2010,9750000
Mike James,WAS,2010,6466600
Randy Foye,WAS,2010,3575761
Gilbert Arenas,WAS,2009,14653466
Antawn Jamison,WAS,2009,9923285
Caron Butler,WAS,2009,9249980
Etan Thomas,WAS,2009,6864200
Mike James,WAS,2009,6244093
Antawn Jamison,WAS,2008,16360094
Gilbert Arenas,WAS,2008,11950400
Caron Butler,WAS,2008,8218990
Antonio Daniels,WAS,2008,5800000
Brendan Haywood,WAS,2008,5000000
Antawn Jamison,WAS,2007,15101625
Gilbert Arenas,WAS,2007,11096800
Caron Butler,WAS,2007,7438000
Etan Thomas,WAS,2007,5883600
Antonio Daniels,WAS,2007,5400000
Antawn Jamison,WAS,2006,13843156
Gilbert Arenas,WAS,2006,10243200
Etan Thomas,WAS,2006,5393300
Antonio Daniels,WAS,2006,5000000
Chucky Atkins,WAS,2006,4500000
Antawn Jamison,WAS,2005,12584688
Gilbert Arenas,WAS,2005,9389600
Larry Hughes,WAS,2005,5455200
Kwame Brown,WAS,2005,5361873
Etan Thomas,WAS,2005,4903000
Gilbert Arenas,WAS,2004,8536000
Jerry Stackhouse,WAS,2004,6906250
Christian Laettner,WAS,2004,5625000
Larry Hughes,WAS,2004,5000600
Brevin Knight,WAS,2004,5000000
Jerry Stackhouse,WAS,2003,6375000
Christian Laettner,WAS,2003,5062500
Jahidi White,WAS,2003,4903750
Larry Hughes,WAS,2003,4546000
Kwame Brown,WAS,2003,3974760
Christian Laettner,WAS,2002,4500000
Jahidi White,WAS,2002,4413375
Kwame Brown,WAS,2002,3697440
Tyrone Nesby,WAS,2002,3260000
Chris Whitney,WAS,2002,2700000
Juwan Howard,WAS,2001,16875000
Mitch Richmond,WAS,2001,10000000
Rod Strickland,WAS,2001,10000000
Jahidi White,WAS,2001,3922000
Tyrone Nesby,WAS,2001,2990000
Juwan Howard,WAS,2000,15000000
Mitch Richmond,WAS,2000,10000000
Rod Strickland,WAS,2000,10000000
Isaac Austin,WAS,2000,4819451
Tracy Murray,WAS,2000,2720000
